EQID,Earthquake Name,Moment Magnitude,Magnitude Type,Finite Fault Flag,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Total Fault Length (km),Total Fault Width (km),Total Rectangular Fault Area (km*km),Number of fault rectangular segments,Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner (ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km)
1170,40193843,3.40,ML,0,37.8651,-122.23805,9.076,0.5,0.4,0.2,1,1,-999,-999,0.5,0.4,-999,37.8674,-122.2397,8.6997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,14325128,3.63,ML,0,32.70815,-116.02901,7.885,1.1,0.7,0.8,1,1,-999,-999,1.1,0.7,-999,32.7028,-116.0308,7.3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,9163314,3.08,ML,0,33.97396,-118.42828,11.329,0.5,0.4,0.2,1,1,112,43,0.5,0.4,117,33.9749,-118.4254,11.1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,14000872,3.28,ML,0,35.13247,-118.94116,4.611,0.7,0.5,0.3,1,1,247,75,0.7,0.5,89,35.1306,-118.9438,4.2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,10004657,3.25,ML,0,33.98059,-118.66935,13.117,0.6,0.5,0.3,1,1,262,25,0.6,0.5,68,33.9776,-118.6719,12.9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,13999244,3.14,ML,0,33.06223,-115.89372,7.729,0.5,0.4,0.2,1,1,299,74,0.5,0.4,154,33.0624,-115.8959,7.4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,9907437,3.14,ML,0,33.90895,-118.18358,6.769,0.5,0.4,0.2,1,1,328,80,0.5,0.4,-156,33.9103,-118.1853,6.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,10133126,3.32,ML,0,36.38339,-117.85992,7.189,0.7,0.5,0.4,1,1,-999,-999,0.7,0.5,-999,36.3819,-117.8623,6.8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,10477949,4.04,Mw,0,36.3911,-117.8665,9.439,1.6,1,1.6,1,1,70,76,1.6,1,2,36.3951,-117.8594,8.6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,10488077,3.05,ML,0,36.39147,-117.86662,8.376,0.5,0.5,0.2,1,1,-999,-999,0.5,0.5,-999,36.3902,-117.8679,8.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,10488901,3.67,ML,0,36.40302,-117.87488,7.11,1.1,0.7,0.7,1,1,282,76,1.1,0.7,176,36.4027,-117.8799,6.6159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,10488997,3.07,ML,0,36.40253,-117.87373,7.008,0.4,0.6,0.3,1,1,-999,-999,0.4,0.6,-999,36.4011,-117.8751,6.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,14517500,5.00,Mw,0,36.3864,-117.85825,7.408,3.8,3.5,13.5,1,1,327,86,3.8,3.5,-177,36.3983,-117.8695,5.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,14518108,3.50,ML,0,36.39284,-117.86736,8.564,0.8,0.9,0.6,1,1,-999,-999,0.8,0.9,-999,36.3913,-117.8696,8.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,14519756,4.71,Mw,0,36.39206,-117.86419,9,3.1,1.9,5.9,1,1,321,67,3.1,1.9,-156,36.3998,-117.8794,7.7699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,14519764,4.50,Mw,0,36.3915,-117.86835,9.117,2.3,1.6,3.7,1,1,-999,-999,2.3,1.6,-999,36.3844,-117.8758,7.7371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,14519780,5.19,Mw,0,36.4034,-117.84987,9.418,4.3,3.4,14.8,1,1,231,82,4.3,3.4,-5,36.3906,-117.8628,6.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,14519900,3.31,ML,0,36.40853,-117.85521,9.011,0.5,0.7,0.4,1,1,-999,-999,0.5,0.7,-999,36.4073,-117.8572,8.6879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,14519940,4.08,Mw,0,36.39831,-117.84946,7.662,1.5,1.1,1.6,1,1,240,74,1.5,1.1,-5,36.3938,-117.8545,6.9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,14520476,4.36,Mw,0,36.39324,-117.86437,8.798,1.9,1.9,3.7,1,1,328,70,1.9,1.9,-164,36.3984,-117.8726,7.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,14520900,4.20,Mw,0,36.39053,-117.86949,8.829,1.6,1,1.7,1,1,335,77,1.6,1,-167,36.3865,-117.8741,7.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,14521076,3.02,ML,0,36.39363,-117.8604,8.115,0.5,0.6,0.3,1,1,-999,-999,0.5,0.6,-999,36.3926,-117.862,7.8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,14521148,3.05,ML,0,36.39038,-117.87035,9.371,0.5,0.3,0.2,1,1,-999,-999,0.5,0.3,-999,36.3892,-117.8721,9.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,14551524,3.47,ML,0,36.38789,-117.8711,9.151,0.7,0.6,0.4,1,1,325,35,0.7,0.6,178,36.3882,-117.8764,8.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,14152436,3.05,ML,0,33.50432,-116.56097,11.461,0.4,0.4,0.2,1,1,313,82,0.4,0.4,-174,33.505,-116.5626,11.1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,14155704,3.34,ML,0,33.50224,-116.51928,11.15,0.6,0.7,0.4,1,1,320,68,0.6,0.7,-177,33.5036,-116.523,10.7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,14158696,3.96,ML,0,34.06089,-117.02306,12.849,1.1,0.9,1,1,1,343,61,1.1,0.9,-172,34.0647,-117.028,12.2898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,21243814,3.90,Mw,0,35.86306,-120.41454,9.054,1.3,0.7,0.9,1,1,142,84,1.3,0.7,-177,35.859,-120.4097,8.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,21254383,4.10,Mw,0,35.97258,-120.52515,7.623,1.3,1.3,1.7,1,1,141,87,1.3,1.3,-174,35.9679,-120.5198,6.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,21401069,5.00,Mw,0,35.95826,-120.49806,10.69,3.3,3.5,11.4,1,1,145,80,3.3,3.5,180,35.9502,-120.4864,8.6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,21401170,4.88,Mw,0,35.98718,-120.53648,10.435,3.2,3.4,11,1,1,143,89,3.2,3.4,-178,35.9753,-120.5251,8.8042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,21420919,3.72,Mw,0,35.85995,-120.40763,9.04,0.9,0.8,0.7,1,1,245,81,0.9,0.8,-9,35.8579,-120.411,8.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,21423530,4.17,Mw,0,35.94684,-120.49384,10.375,1.6,1,1.6,1,1,323,87,1.6,1,176,35.9523,-120.4995,9.5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,21438324,3.54,Mw,0,35.95629,-120.50492,9.129,0.7,0.6,0.5,1,1,327,84,0.7,0.6,179,35.9583,-120.5073,8.5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,21447168,3.68,Mw,0,35.84059,-120.38724,6.525,0.9,0.8,0.7,1,1,319,82,0.9,0.8,175,35.8431,-120.391,5.9736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,21450190,3.45,Mw,0,35.88873,-120.43534,8.049,0.6,0.6,0.4,1,1,319,89,0.6,0.6,-180,35.8906,-120.4375,7.5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,21456837,4.48,Mw,0,35.92775,-120.47853,9.525,2.2,1.5,3.2,1,1,321,88,2.2,1.5,-170,35.9357,-120.4871,8.3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,21522266,3.30,ML,0,35.94378,-120.48975,10.962,0.6,0.9,0.5,1,1,-999,-999,0.6,0.9,-999,35.9425,-120.4875,10.6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,51182151,4.01,Mw,0,35.86283,-120.41013,9.132,1,1.1,1.1,1,1,143,85,1,1.1,-172,35.8597,-120.4062,8.2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,51210672,3.40,Mw,0,36.08049,-120.17062,12.646,0.7,0.5,0.4,1,1,117,45,0.7,0.5,69,36.0817,-120.1666,12.3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,40226649,3.20,Mw,0,35.83091,-120.37816,6.939,0.7,0.5,0.3,1,1,-999,-999,0.7,0.5,-999,35.8327,-120.3806,6.4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,71320865,3.30,Mw,0,35.93964,-120.4864,10.321,0.5,0.6,0.3,1,1,325,86,0.5,0.6,161,35.9411,-120.488,9.9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,71352011,3.43,Mw,0,35.9148,-120.4658,7.18,0.7,0.5,0.4,1,1,-999,-999,0.7,0.5,-999,35.9128,-120.4635,6.8629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,71368395,3.40,Mw,0,35.9513,-120.5082,9.77,0.6,0.5,0.3,1,1,-999,-999,0.6,0.5,-999,35.9534,-120.5102,9.3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,21273463,3.30,Mw,0,37.41474,-121.76371,7.529,0.6,0.6,0.3,1,1,326,80,0.6,0.6,-140,37.4164,-121.7663,7.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,51182114,3.50,Mw,0,37.365,-121.72728,6.358,0.7,0.7,0.5,1,1,323,67,0.7,0.7,174,37.3662,-121.731,5.9228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,51189819,4.00,ML,0,37.43418,-121.78146,7.42,1,0.7,0.7,1,1,-999,-999,1,0.7,-999,37.4365,-121.786,7.0231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,51210970,3.20,Mw,0,37.43155,-121.77576,8.637,0.6,0.4,0.2,1,1,319,83,0.6,0.4,-179,37.4332,-121.7781,8.2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,51212644,3.50,ML,0,37.48592,-121.80671,6.125,0.8,0.7,0.6,1,1,-999,-999,0.8,0.7,-999,37.4837,-121.8097,5.6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,40232887,3.50,Mw,0,37.47286,-121.80675,7.926,0.7,0.7,0.5,1,1,161,52,0.7,0.7,141,37.4708,-121.8029,7.6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,71294500,3.39,Mw,0,37.36654,-121.72826,6.274,0.7,0.6,0.4,1,1,321,70,0.7,0.6,170,37.368,-121.7318,5.8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,71336726,4.05,Mw,0,37.4812,-121.7987,11.01,1.1,1.1,1.2,1,1,-999,-999,1.1,1.1,-999,37.4861,-121.8026,10.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,71337451,3.73,Mw,0,37.4822,-121.793,9.63,0.9,0.9,0.8,1,1,-999,-999,0.9,0.9,-999,37.4834,-121.7983,9.1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,71357760,3.37,Mw,0,37.4178,-121.7612,9.78,0.7,0.6,0.4,1,1,-999,-999,0.7,0.6,-999,37.4199,-121.7627,9.3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,71369535,3.22,ML,0,37.4788,-121.7988,9.86,0.6,0.5,0.3,1,1,-999,-999,0.6,0.5,-999,37.4796,-121.7955,9.5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,21325884,4.44,Mw,0,35.54403,-120.84112,5.898,2.3,1.8,4.2,1,1,312,54,2.3,1.8,137,35.5465,-120.8545,5.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,21351360,4.51,Mw,0,35.72772,-121.07575,5.558,2.4,1.7,4.2,1,1,140,45,2.4,1.7,111,35.7261,-121.0895,4.8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,21351534,3.63,Mw,0,35.72243,-121.07186,5.194,0.8,0.7,0.6,1,1,314,37,0.8,0.7,105,35.7236,-121.0672,4.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,21377965,3.92,Mw,0,35.72931,-121.05733,5.44,1.3,1,1.2,1,1,293,41,1.3,1,91,35.7308,-121.0511,5.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,21392238,3.81,Mw,0,35.67908,-121.10526,4.962,1,1,1,1,1,322,35,1,1,118,35.6804,-121.1001,4.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,21458268,4.10,ML,0,35.67323,-121.08569,6.031,1.5,1.3,2,1,1,-999,-999,1.5,1.3,-999,35.6804,-121.0817,5.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,21461462,3.33,Mw,0,35.55181,-120.797,4.381,0.9,0.6,0.5,1,1,-999,-999,0.9,0.6,-999,35.5502,-120.792,3.9832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,21487037,4.00,Mw,0,35.64578,-121.0899,3.841,1.5,1.1,1.6,1,1,118,44,1.5,1.1,101,35.6425,-121.0979,3.2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,30507044,3.48,Mw,0,35.6525,-121.0847,4.38,0.9,0.6,0.5,1,1,294,45,0.9,0.6,97,35.6519,-121.0898,4.1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,21488452,3.90,Mw,0,35.67207,-121.09633,5.807,1.2,0.8,0.9,1,1,294,27,1.2,0.8,58,35.6685,-121.1029,5.4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,21511755,3.60,ML,0,35.72526,-121.09369,7.32,1,0.9,0.9,1,1,-999,-999,1,0.9,-999,35.7293,-121.0887,7.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,21512041,3.70,ML,0,35.72568,-121.09548,7.298,0.9,0.7,0.7,1,1,-999,-999,0.9,0.7,-999,35.7242,-121.0894,6.9971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,40221279,3.20,ML,0,36.69317,-121.33006,4.097,0.6,0.5,0.3,1,1,-999,-999,0.6,0.5,-999,36.6917,-121.3279,3.7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,51208005,3.00,ML,0,36.65944,-121.28579,7.374,0.5,0.3,0.1,1,1,-999,-999,0.5,0.3,-999,36.6586,-121.2839,7.1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,51208009,3.40,ML,0,36.66102,-121.28789,7.341,0.6,0.4,0.2,1,1,-999,-999,0.6,0.4,-999,36.6632,-121.2892,6.9755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,51211170,3.40,ML,0,36.69917,-121.33635,4.947,0.7,0.7,0.5,1,1,-999,-999,0.7,0.7,-999,36.7004,-121.3397,4.6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,51213534,4.00,Mw,0,36.67746,-121.30093,6.377,1.3,1.1,1.4,1,1,133,80,1.3,1.1,171,36.6744,-121.2944,5.5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
